TCP_name_heading,entity_type,entity_title,wiki_entity_id,description,what,aliases,Library of Congress authority ID,VIAF cluster ID,Oxford Dictionary of National Biography ID,Encyclopædia Britannica Online ID,writing language,date of birth,date of death,manner of death,cause of death,country of citizenship,occupation,student of,position held,field of work,religion or worldview,sex or gender,educated at,diocese,described by source,Oxford DNB Link
"S. R. (Simon Robson) S. R. (Simon Robson), died 1617",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
S. T. (Silvanus Taylor),PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Sainctyon Sainctyon, Sieur de",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Augustine, Bishop of Hippo",PERSON,Augustine of Hippo,Q8018,"Christian theologian, philosopher, and saint (354–430)",human,"['Saint Augustine', 'Saint Austin', 'Augustine', 'St. Augoustinos', 'St. Augustine of Hippo', 'Aurelius Augustinus', 'Aurelius Augustine', 'Aurelius Augustinus Hipponensis', 'St. Augustine', 'Augustinus', 'Saint Augustine of Hippo', 'Augustinus, Aurelius', 'bishop of Hippo']",n80126290,"['66806872', '6909159478265027990005', '4975167807364318130000', '5507167807391018130006']",,biography/Saint-Augustine,Latin (Q397),"['+0354-11-13T00:00:00Z', '+0354-01-01T00:00:00Z']","['+0430-08-28T00:00:00Z', '+0430-00-00T00:00:00Z']",,,Ancient Rome (Q1747689),"['philosopher (Q4964182)', 'theologian (Q1234713)', 'autobiographer (Q18814623)', 'music theorist (Q16031530)', 'preacher (Q432386)', 'historian (Q201788)', 'poet (Q49757)', 'writer (Q36180)', 'Catholic priest (Q250867)', 'titular bishop (Q948657)', 'Catholic bishop (Q611644)']",,bishop of Hippo Regius (Q132745127),"['philosophy (Q5891)', 'theology (Q34178)']","['Catholic Church (Q9592)', 'Manichaeism (Q131165)']",male (Q6581097),,,"['The Catholic Encyclopedia (Q302556)', 'Encyclopedia of Political Theory (Q20743760)', 'Encyclopedia of Global Justice (Q21002838)', 'Dictionary of Biblical Criticism and Interpretation (2007 ed.) (Q21065550)', 'The Oxford Encyclopedia of African Thought (Q22639418)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Infernal Dictionary, 6th ed. (Q20961706)', ""Riemann's Music Dictionary (Q27680201)"", 'Great Soviet Encyclopedia (1926–1947) (Q20078554)', 'Pauly–Wissowa (Q1138524)', 'Jewish Encyclopedia of Brockhaus and Efron (Q4173137)', 'Orthodox Theological Encyclopedia (Q19211082)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'Dictionary of African Biography (Q46002746)', 'BEIC Digital Library (Q51955019)', 'Encyclopædia Britannica 11th edition (Q867541)', 'The Nuttall Encyclopædia (Q3181656)', 'Kościelna encyclopedia (Q9253865)', 'The Canterbury Dictionary of Hymnology (Q62015781)', ""Library of the World's Best Literature (Q19098835)"", 'Granat Encyclopedic Dictionary (Q4532138)', 'Encyclopædia Britannica Ninth Edition (Q20096917)', 'New International Encyclopedia (Q1029706)', 'Armenian Soviet Encyclopedia, vol. 12 (Q124737664)', 'Encyclopedia of Catholic Social Thought, Social Science, and Social Policy (Q125025946)', ""The New Student's Reference Work (Q16082057)"", None, 'Wikitólica (Q138600930)']",
"Saint Bede, the Venerable, 673-735",PERSON,Bede,Q154938,"Anglo-Saxon monk, writer and saint (672/3–735)",human,"['Saint Bede', 'Venerable Bede', 'Beda', 'Saint Bede the Venerable', 'Bede the Venerable', 'Beda Anglicus', 'Bede le Venerable', 'Doctor of the English', 'Doctor Anglorum']",n80039744,"['61539765', '145158790620738851292', '120144648558757207523', '61167867496523060001', '5038167867554123060002', '9862167807351718130000', '96846554']",1922.0,biography/Saint-Bede-the-Venerable,Latin (Q397),"['+0672-00-00T00:00:00Z', '+0672-00-00T00:00:00Z', '+0673-00-00T00:00:00Z']","['+0735-00-00T00:00:00Z', '+0734-00-00T00:00:00Z', '+0735-05-25T00:00:00Z']",,,Kingdom of Northumbria (Q107299),"['hagiographer (Q17166634)', 'poet (Q49757)', 'church historian (Q1743122)', 'translator (Q333634)', 'theologian (Q1234713)', 'writer (Q36180)', 'Bible translator (Q24262584)', 'historian (Q201788)', 'hymnwriter (Q13424456)', 'monk (Q733786)']","['Ceolfrith (Q1054504)', 'Benedict Biscop (Q552201)']",,,Catholic Church (Q9592),male (Q6581097),,,"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'Pauly–Wissowa (Q1138524)', 'BEIC Digital Library (Q51955019)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'Orthodox Theological Encyclopedia (Q19211082)', 'Great Soviet Encyclopedia (1926–1947) (Q20078554)', 'The Nuttall Encyclopædia (Q3181656)', ""Library of the World's Best Literature (Q19098835)"", 'Encyclopædia Britannica 11th edition (Q867541)', ""The New Student's Reference Work (Q16082057)"", 'Granat Encyclopedic Dictionary (Q4532138)', ""Collier's New Encyclopedia, 1921 (Q19047539)"", 'Dictionnaire de la Bible (Q122809699)', 'Wikitólica (Q138600930)']",
"Saint Bellarmino, Roberto Francesco Romolo, 1542-1621",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Bernard, of Clairvaux, 1090 or 91-1153",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Bernard, of Clairvaux, 1090 or 91-1153, attributed name",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Campion, Edmund, 1540-1581",PERSON,Edmund Campion,Q547042,"English Jesuit priest, martyr and saint",human,"['Edmundus Campianus', 'Edmund, Saint Campion']",n81066500,66513561,4539.0,biography/Saint-Edmund-Campion,,+1540-01-25T00:00:00Z,"['+1581-12-01T00:00:00Z', '+1581-12-01T00:00:00Z']",capital punishment (Q8454),"hanged, drawn, quartered and decapitated (Q877524)",Kingdom of England (Q179876),"['Catholic priest (Q250867)', 'playwright (Q214917)']",,,,Catholic Church (Q9592),male (Q6581097),"[""Christ's Hospital (Q677579)"", ""St John's College (Q609646)"", 'University of Douai (Q770639)', 'English College (Q2983716)']",,"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'The Nuttall Encyclopædia (Q3181656)', 'Encyclopædia Britannica 11th edition (Q867541)', 'Edmund Campion: A Scholarly Life (Q58511244)', 'A Compendium of Irish Biography (Q19020593)', 'Wikitólica (Q138600930)']",
"Saint Canisius, Petrus, 1521-1597",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Dorotheus, 255-362, attributed name",PERSON,Dorotheus (magister militum),Q96376566,,human,['Dorotheus'],,,,,,,,,,,"['military personnel (Q47064)', 'military leader (Q1402561)']",,,,,male (Q6581097),,,Pauly–Wissowa (Q1138524),
"Saint Francis, de Sales, 1567-1622",PERSON,Francis de Sales,Q231256,"French bishop, saint, writer and Doctor of the Church (1567-1622)",human,"['Saint Francis de Sales', 'St. Francis de Sales', 'Saint Francis of Sales', 'Bishop of Geneva', 'François de Sales', 'François de Salfes', 'St. Francis of Sales', 'Francis De Sales']",n81075792,88908024,,biography/Saint-Francis-of-Sales,French (Q150),"['+1567-08-26T00:00:00Z', '+1567-08-21T00:00:00Z']",+1622-12-28T00:00:00Z,natural causes (Q3739104),,,"['theologian (Q1234713)', 'writer (Q36180)', 'Catholic priest (Q250867)', 'Catholic bishop (Q611644)']",,"['Roman Catholic Bishop of Geneva (Q22915178)', 'coadjutor bishop (Q853982)', 'titular bishop (Q948657)']",,"['Catholic Church (Q9592)', 'Catholicism (Q1841)']",male (Q6581097),University of Padua (Q193510),,"['Nordisk familjebok (Q678259)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'Yuzhakov Big Encyclopedia (Q4091878)', 'The Nuttall Encyclopædia (Q3181656)', ""Library of the World's Best Literature (Q19098835)"", 'The Catholic Encyclopedia (Q302556)', 'Wikitólica (Q138600930)']",
"Saint Jerome, died 419 or 20",PERSON,Jerome,Q44248,4th and 5th-century Catholic and Eastern Orthodox saint and Doctor of the Church,human,"['Eusebius Sophronius Hieronymus', 'Saint Jerome', 'St. Jerome', 'Hieronymus', 'Saint Heronimos', 'Saint Hieronymus', 'Sophronius Eusebius Hieronymus', 'Eusebius Hieronymus', 'Jerome of Stridon', 'Sofronius Eusebius Hieronymus']",n79124709,"['95147024', '285125133', '338158790738038852650', '86158790741638852608', '9258147270442635700008', '971147907523179210002', '8227167867566623060008', '7086168049005438410003', '83985273', '239158790755238852964', '9053167867530923060002']",,biography/Saint-Jerome,Latin (Q397),"['+0345-00-00T00:00:00Z', '+0347-00-00T00:00:00Z']","['+0420-09-30T00:00:00Z', '+0419-00-00T00:00:00Z']",,,Ancient Rome (Q1747689),"['cleric (Q2259532)', 'theologian (Q1234713)', 'historian (Q201788)', 'apologist (Q619553)', 'Bible translator (Q24262584)', 'anchorite (Q1146843)', 'poet (Q49757)', 'writer (Q36180)', 'biblical scholar (Q19829990)', 'translator (Q333634)']","['Evagrius Ponticus (Q437869)', 'Aelius Donatus (Q247137)', 'Apollinaris of Laodicea (Q367946)']",secretary (Q319544),,Christianity (Q5043),male (Q6581097),,,"['Dictionary of Biblical Criticism and Interpretation (2007 ed.) (Q21065550)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'De viris illustribus (Q929625)', 'Jewish Encyclopedia of Brockhaus and Efron (Q4173137)', 'Pauly–Wissowa (Q1138524)', 'BEIC Digital Library (Q51955019)', ""Russian translation of Lübker's Antiquity Lexicon (Q30059240)"", 'The Catholic Encyclopedia (Q302556)', 'The Nuttall Encyclopædia (Q3181656)', 'Metropolitan Museum of Art Tagging Vocabulary (Q106727050)', 'Encyclopædia Britannica 11th edition (Q867541)', ""The New Student's Reference Work (Q16082057)"", 'Wikitólica (Q138600930)']",
"Saint John, of Avila, 1499?-1569",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint More, Thomas, Sir, 1478-1535",PERSON,Thomas II of York,Q7786833,12th-century bishop,human,['Thomas'],,298615191,27200.0,,Latin (Q397),,+1114-02-24T00:00:00Z,,,,Catholic priest (Q250867),,Roman Catholic archbishop of York (Q108394736),,Catholic Church (Q9592),male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Saint Southwell, Robert, 1561?-1595",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint-Amour, Louis-Gorin de Saint-Amour, Louis-Gorin de, 1619",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint-Jure, Jean-Baptiste Saint-Jure, Jean-Baptiste, 1588",PERSON,Jean-Baptiste Baudoin,Q355761,French Catholic priest and missionary in Iceland (1831-1875),human,,,,,,,+1831-01-11T00:00:00Z,+1875-11-15T00:00:00Z,,,France (Q142),"['presbyter (Q831474)', 'theologian (Q1234713)', 'writer (Q36180)']",,,,Catholicism (Q1841),male (Q6581097),,,,
"Saint-Réal, M. l'abbé de (César Vichard) Saint-Réal, M. l'abbé de (César Vichard), 1639",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Salas Barbadillo, Alonso Jerónimo de Salas Barbadillo, Alonso Jerónimo de, 1581",PERSON,Alonso Jerónimo de Salas Barbadillo,Q3893270,Spanish writer,human,"['Alonso Jeronimo de Salas Barbadillo', 'Alonso de Salas Barbadillo']",n50019327,54167705,,,,+1581-00-00T00:00:00Z,+1635-01-01T00:00:00Z,,,Spain (Q29),"['dramaturge (Q487596)', 'poet (Q49757)']",,,,,male (Q6581097),,,"['Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Encyclopædia Britannica 11th edition (Q867541)']",
"Salomon de Caus, died 1626",PERSON,Salomon de Caus,Q385092,French engineer (1576–1626),human,"['Salomon De Caus', 'Salomón de Caus', 'Salomon von Caux']",n85048784,"['95771803', '20763018']",7407.0,,,+1576-01-01T00:00:00Z,"['+1626-02-28T00:00:00Z', '+1626-06-06T00:00:00Z']",,,Kingdom of France (Q70972),"['architect (Q42973)', 'inventor (Q205375)', 'musicologist (Q14915627)', 'music theorist (Q16031530)', 'physicist (Q169470)', 'engineer (Q81096)', 'landscape architect (Q2815948)']",,,"['landscape architecture (Q47844)', 'civil engineering studies (Q106372013)', 'spatial planning (Q149013)', 'steam engine (Q12760)']",Reformed Christianity (Q101849),male (Q6581097),,,"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'The Nuttall Encyclopædia (Q3181656)']",
"Salter Salter, Christopher",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Salusbury Salusbury, Thomas",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Samoth Yarb, active 1641",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Sampson Price, 1585 or 6-1630",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Samson Lennard, died 1633",PERSON,Samson Lennard,Q7410383,"English genealogist, officer of arms, and translator",human,['Sampson Lennard'],n85010343,17570686,16446.0,,,,+1633-00-00T00:00:00Z,,,Kingdom of England (Q179876),"['translator (Q333634)', 'genealogist (Q8963721)', 'soldier (Q4991371)', 'antiquarian (Q5697103)']",,,,,male (Q6581097),,,"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'Men of Kent and Kentishmen (Q101589898)']","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Lennard,_Samson"
"Samuel Annesley, 1620?-1696",PERSON,Samuel Annesley,Q1450223,Puritan/nonconformist pastor,human,,n85053792,59431642,566.0,,,+1620-01-01T00:00:00Z,+1696-12-31T00:00:00Z,,,Kingdom of England (Q179876),"['Anglican priest (Q3409375)', 'Christian minister (Q1423891)']",,,,Presbyterianism (Q178169),male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Annesley,_Samuel"
"Samuel Austin, born 1605 or 6",PERSON,Samuel Austin (poet),Q7410810,English religious poet,human,['Samuel Austin the elder'],n85115942,60513902,913.0,,,+1606-00-00T00:00:00Z,,,,,poet (Q49757),,,,,male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Samuel Bernard, 1590 or 91-1657",PERSON,Samuel Bernard,Q3471054,French financier and slave ship owner,human,"['Samuel Bernard, count de Coubert']",n2004056458,7676884,,biography/Samuel-Bernard-comte-de-Coubert,,+1651-10-29T00:00:00Z,+1739-01-18T00:00:00Z,,,France (Q142),"['financier (Q1979607)', 'slave trader (Q17769800)']",,,,,male (Q6581097),,,,
"Samuel Bolton, 1606-1654",PERSON,Samuel Bolton,Q7410944,English clergyman and scholar,human,,n85010479,77733408,2808.0,,,+1606-01-01T00:00:00Z,+1654-10-15T00:00:00Z,,,,pastor (Q152002),,vice-chancellor (Q12416358),,Anglicanism (Q6423963),male (Q6581097),Christ's College (Q714717),,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Bolton,_Samuel"
"Samuel Botley, 1642-1696?",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Samuel Burton, 1568 or 9-1634",PERSON,Samuel Burton,Q7411019,Irish MP,human,,,,,,,,,,,,politician (Q82955),,Member of Parliament in the Parliament of Ireland (Q18019039),,,male (Q6581097),,,,
"Samuel Butler, 1612-1680",PERSON,Samuel Butler (poet),Q258766,poet and satirist (1612–1680),human,,n50032588,64028293,4204.0,biography/Samuel-Butler-English-author-1612-1680,English (Q1860),"['+1612-02-03T00:00:00Z', '+1612-01-01T00:00:00Z']","['+1680-09-25T00:00:00Z', '+1680-00-00T00:00:00Z']",,,United Kingdom (Q145),"['poet (Q49757)', 'writer (Q36180)']",,,,,male (Q6581097),"The King's School, Worcester (Q7744481)",,"['Nordisk familjebok (Q678259)', 'Dictionary of National Biography, 1885–1900 (Q15987216)', 'Meyers Konversations-Lexikon, 4th edition (1885–1890) (Q19219752)', 'Lives of the Most Eminent English Poets (Q4015014)', 'Great Soviet Encyclopedia (1926–1947) (Q20078554)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'The Nuttall Encyclopædia (Q3181656)', 'Encyclopædia Britannica 11th edition (Q867541)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', ""Library of the World's Best Literature (Q19098835)"", 'The Encyclopedia Americana (Q19085957)', ""Collier's New Encyclopedia, 1921 (Q19047539)""]",
"Samuel Clarke, 1599-1682",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Samuel Collins, 1576-1651",PERSON,Samuel Collins (theologian),Q7411150,"English clergyman and academic, Provost of King's College, Cambridge",human,,n85196446,315533295,5950.0,,,"['+1576-01-01T00:00:00Z', '+1576-00-00T00:00:00Z']",+1651-01-01T00:00:00Z,,,Kingdom of England (Q179876),theologian (Q1234713),,,,Anglicanism (Q6423963),male (Q6581097),King's College (Q924289),,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Collins,_Samuel_(1576-1651)"
"Samuel Cradock, 1621?-1706",PERSON,Samuel Cradock,Q18527886,English nonconformist minister,human,,n84134205,34803926,6563.0,,,+1621-00-00T00:00:00Z,+1706-00-00T00:00:00Z,,,Kingdom of England (Q179876),Christian minister (Q1423891),,,,,male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Cradock,_Samuel"
"Samuel Crook, 1575-1649",PERSON,Samuel Crooke,Q15989938,English priest,human,['Samuel Crook'],n82167047,248203554,6776.0,,,+1575-01-01T00:00:00Z,+1649-01-01T00:00:00Z,,,,,,,,,male (Q6581097),Merchant Taylors' School (Q1921431),,"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Samuel Crossman, 1624?-1684",PERSON,Samuel Crossman,Q7411187,British minister,human,,n85086234,9082149296176380670003,6809.0,,,"['+1623-01-01T00:00:00Z', '+1624-01-01T00:00:00Z']","['+1683-02-04T00:00:00Z', '+1684-01-01T00:00:00Z']",,,United Kingdom (Q145),hymnwriter (Q13424456),,Dean of Bristol (Q5246594),,,male (Q6581097),Pembroke College (Q956501),,"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Samuel Daniel, 1562-1619",PERSON,Samuel Daniel,Q954735,Poet and historian,human,"['Samuel Daniell', 'Samuel Danyell', 'Samuel Danyel', 'Sa. D.', 'S. D.']",n50037792,19724868,7120.0,biography/Samuel-Daniel,English (Q1860),"['+1562-00-00T00:00:00Z', '+1563-00-00T00:00:00Z']","['+1619-10-14T00:00:00Z', '+1619-01-01T00:00:00Z', '+1619-10-01T00:00:00Z']",,,"['Kingdom of England (Q179876)', 'United Kingdom (Q145)']","['poet (Q49757)', 'historian (Q201788)', 'playwright (Q214917)', 'writer (Q36180)']",,Poet Laureate of the United Kingdom (Q877838),,,male (Q6581097),"['University of Oxford (Q34433)', 'Hertford College (Q81090)']",,"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'The Nuttall Encyclopædia (Q3181656)', ""Library of the World's Best Literature (Q19098835)"", 'Encyclopædia Britannica 11th edition (Q867541)']",
"Samuel Daniel, 17th cent",PERSON,Samuel Daniel,Q954735,Poet and historian,human,"['Samuel Daniell', 'Samuel Danyell', 'Samuel Danyel', 'Sa. D.', 'S. D.']",n50037792,19724868,7120.0,biography/Samuel-Daniel,English (Q1860),"['+1562-00-00T00:00:00Z', '+1563-00-00T00:00:00Z']","['+1619-10-14T00:00:00Z', '+1619-01-01T00:00:00Z', '+1619-10-01T00:00:00Z']",,,"['Kingdom of England (Q179876)', 'United Kingdom (Q145)']","['poet (Q49757)', 'historian (Q201788)', 'playwright (Q214917)', 'writer (Q36180)']",,Poet Laureate of the United Kingdom (Q877838),,,male (Q6581097),"['University of Oxford (Q34433)', 'Hertford College (Q81090)']",,"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'The Nuttall Encyclopædia (Q3181656)', ""Library of the World's Best Literature (Q19098835)"", 'Encyclopædia Britannica 11th edition (Q867541)']",
"Samuel Eaton, 1506?-1665",PERSON,Samuel Eaton,Q7411301,English theologian (d. 1665),human,,n85086875,32342155,8424.0,,,+1596-01-01T00:00:00Z,+1665-01-01T00:00:00Z,,,,theologian (Q1234713),,,,,male (Q6581097),Magdalene College (Q776807),,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Eaton,_Samuel"
"Samuel Eaton, 1596?-1665",PERSON,Samuel Eaton,Q7411301,English theologian (d. 1665),human,,n85086875,32342155,8424.0,,,+1596-01-01T00:00:00Z,+1665-01-01T00:00:00Z,,,,theologian (Q1234713),,,,,male (Q6581097),Magdalene College (Q776807),,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Eaton,_Samuel"
"Samuel Faireclough, 1625?-1691",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Samuel Fawcet, 1600 or 1601-1662?",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Samuel Fisher, 1605-1665",PERSON,Samuel Fisher (Quaker),Q7411385,English Quaker controversialist,human,,n85013597,37262562,9507.0,,,+1605-01-01T00:00:00Z,+1665-01-01T00:00:00Z,natural causes (Q3739104),plague (Q133780),,writer (Q36180),,,,,male (Q6581097),Trinity College (Q73079),,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Fisher,_Samuel_(1605-1665)"
